,ID,Title,Year,Rating,Votes,Length,Genres
1536,TT0401711,"Paris, Je T'Aime (2006)",2006,7.4,27409,120 mins.,Drama|Romance
1537,TT1130080,The Informant! (2009),2009,6.6,27382,108 mins.,Comedy|Drama|Thriller
1538,TT0171433,Keeping the Faith (2000),2000,6.5,27299,128 mins.,Comedy|Drama|Romance
1539,TT0108394,Three Colors: Blue (1993),1993,7.9,27270,98 mins.,Drama|Music|Mystery|Romance
1540,TT0107798,The Pelican Brief (1993),1993,6.4,27225,141 mins.,Crime|Drama|Mystery|Romance|Thriller
1541,TT0427152,Dinner for Schmucks (2010),2010,6.0,27183,114 mins.,Comedy
1542,TT0078841,Being There (1979),1979,8.0,27158,130 mins.,Drama|Comedy
1543,TT0120399,U Turn (1997),1997,6.7,27136,125 mins.,Crime|Drama|Thriller
1544,TT0240515,Freddy Got Fingered (2001),2001,4.0,27114,87 mins.,Comedy
1545,TT0085995,Vacation (1983),1983,7.3,27006,98 mins.,Adventure|Comedy|Romance
1546,TT0088011,Romancing the Stone (1984),1984,6.9,26982,106 mins.,Action|Adventure|Comedy|Romance|Western
1547,TT0190865,Vertical Limit (2000),2000,5.6,26975,124 mins.,Action|Adventure|Thriller
1548,TT0367089,The Squid and the Whale (2005),2005,7.6,26932,81 mins.,Comedy|Drama
1549,TT0070328,Live and Let Die (1973),1973,6.8,26919,121 mins.,Action|Adventure|Thriller
1550,TT0119925,The Postman (1997),1997,5.6,26914,177 mins.,Action|Adventure|Drama|Sci-Fi
1551,TT0401445,A Good Year (2006),2006,6.8,26853,118 mins.,Comedy|Drama|Romance
1552,TT0245674,Thir13en Ghosts (2001),2001,5.1,26791,91 mins.,Horror|Mystery|Thriller
1553,TT0077928,Midnight Express (1978),1978,7.6,26771,121 mins.,Biography|Crime|Drama|Thriller
1554,TT0035423,Kate & Leopold (2001),2001,6.2,26738,118 mins.,Comedy|Fantasy|Romance
1555,TT0462590,Step Up (2006),2006,6.1,26707,104 mins.,Crime|Drama|Music|Romance
1556,TT0116705,Jingle All the Way (1996),1996,5.0,26672,89 mins.,Action|Family|Adventure|Comedy
1557,TT0335119,Girl with a Pearl Earring (2003),2003,7.0,26610,100 mins.,Biography|Drama|Romance
1558,TT0395699,The Pacifier (2005),2005,5.2,26474,95 mins.,Action|Comedy|Drama|Family|Thriller
1559,TT0090264,A View to a Kill (1985),1985,6.1,26452,131 mins.,Action|Adventure|Thriller
1560,TT1078940,Couples Retreat (2009),2009,5.4,26430,113 mins.,Comedy
1561,TT0113957,The Net (1995),1995,5.6,26420,114 mins.,Action|Crime|Drama|Thriller
1562,TT1186367,Ninja Assassin (2009),2009,6.3,26374,99 mins.,Action|Crime|Thriller
1563,TT1263670,Crazy Heart (2009),2009,7.4,26360,112 mins.,Drama|Music|Romance
1564,TT0181316,Blue Streak (1999),1999,6.0,26249,93 mins.,Action|Comedy|Crime|Thriller
1565,TT0960731,Bedtime Stories (2008),2008,6.1,26210,99 mins.,Comedy|Family|Fantasy
1566,TT1082868,Quarantine (2008),2008,6.1,26191,89 mins.,Horror|Mystery|Thriller
1567,TT0099582,Flatliners (1990),1990,6.4,26156,115 mins.,Drama|Horror|Sci-Fi|Thriller
1568,TT0118928,Dante's Peak (1997),1997,5.7,26146,108 mins.,Action|Adventure|Thriller
1569,TT0093428,The Living Daylights (1987),1987,6.7,26097,130 mins.,Action|Adventure|Thriller
1570,TT0131857,BASEketball (1998),1998,6.4,26077,103 mins.,Comedy|Sport
1571,TT0120148,Sliding Doors (1998),1998,6.8,26050,99 mins.,Comedy|Drama|Romance
1572,TT0378109,Into the Blue (2005),2005,5.7,25999,110 mins.,Action|Adventure|Crime|Thriller
1573,TT0374102,Open Water (2003),2003,5.9,25950,79 mins.,Drama|Horror|Thriller
1574,TT0105151,The Player (1992),1992,7.7,25942,124 mins.,Comedy|Crime|Drama|Mystery|Romance|Thriller
1575,TT0093177,Hellraiser (1987),1987,7.0,26868,94 mins.,Horror|Thriller
1576,TT0460740,Cashback (2006),2006,7.4,26795,102 mins.,Comedy|Drama|Romance
1577,TT0356680,The Family Stone (2005),2005,6.2,26790,103 mins.,Comedy|Drama|Romance
1578,TT0286112,Shaolin Soccer (2001),2001,7.3,26768,113 mins.,Action|Comedy|Sport
1579,TT0486551,Beerfest (2006),2006,6.1,26708,110 mins.,Comedy
1580,TT0042546,Harvey (1950),1950,8.1,26683,104 mins.,Comedy|Drama|Fantasy
1581,TT0800308,Appaloosa (2008),2008,6.8,26637,115 mins.,Action|Crime|Drama|Western
1582,TT0151137,The Messenger: The Story of Joan of Arc (1999),1999,6.3,26485,158 mins.,Biography|Drama|History|War
1583,TT0317648,Hidalgo (2004),2004,6.6,26453,136 mins.,Action|Adventure|Drama
1584,TT0079116,Escape from Alcatraz (1979),1979,7.6,26435,112 mins.,Action|Crime|Drama|Thriller
1585,TT0082348,Excalibur (1981),1981,7.4,26427,140 mins.,Adventure|Drama|Fantasy
1586,TT0130018,I Still Know What You Did Last Summer (1998),1998,4.2,26390,100 mins.,Horror|Mystery|Thriller
1587,TT0119173,G.I. Jane (1997),1997,5.6,26371,125 mins.,Action|Drama
1588,TT0304415,Mona Lisa Smile (2003),2003,6.1,26336,117 mins.,Drama|Romance
1589,TT1098327,Dragonball: Evolution (2009),2009,3.2,26213,85 mins.,Action|Adventure|Fantasy|Sci-Fi|Thriller
1590,TT0092067,Castle in the Sky (1986),1986,8.1,26201,124 mins.,Animation|Action|Adventure|Family|Fantasy|Romance
1591,TT0112401,Assassins (1995),1995,6.0,26184,132 mins.,Action|Thriller|Crime
1592,TT0114694,Tommy Boy (1995),1995,6.8,26147,97 mins.,Adventure|Comedy
1593,TT0082398,For Your Eyes Only (1981),1981,6.8,26138,127 mins.,Action|Adventure|Thriller
1594,TT0056217,The Man Who Shot Liberty Valance (1962),1962,8.1,26083,123 mins.,Drama|Romance|Western
1595,TT0368794,I'm Not There. (2007),2007,7.0,26052,135 mins.,Biography|Drama|Music
1596,TT0086066,The Outsiders (1983),1983,7.0,26031,91 mins.,Crime|Drama|Romance
1597,TT0253867,The Sweetest Thing (2002),2002,4.7,25963,88 mins.,Comedy|Romance
1598,TT0116225,Escape from L.A. (1996),1996,5.3,25948,101 mins.,Action|Adventure|Sci-Fi|Thriller
1599,TT1144884,The Final Destination (2009),2009,4.9,25933,82 mins.,Horror|Thriller
1600,TT0099700,Gremlins 2: The New Batch (1990),1990,6.1,25922,106 mins.,Comedy|Fantasy|Horror|Sci-Fi
1601,TT0086034,Octopussy (1983),1983,6.5,25905,131 mins.,Action|Adventure|Thriller
1602,TT0804522,Rendition (2007),2007,6.9,25852,122 mins.,Drama|Thriller|War
1603,TT0101921,Fried Green Tomatoes (1991),1991,7.4,25801,130 mins.,Drama|Comedy
1604,TT0297284,Mindhunters (2004),2004,6.2,25798,106 mins.,Action|Crime|Drama|Mystery|Thriller
1605,TT0097239,Driving Miss Daisy (1989),1989,7.4,25787,99 mins.,Comedy|Drama
1606,TT1038919,The Bounty Hunter (2010),2010,5.1,25727,110 mins.,Action|Comedy|Romance
1607,TT0086197,The Right Stuff (1983),1983,7.9,25709,193 mins.,Adventure|Drama|History
1608,TT0064757,On Her Majesty's Secret Service (1969),1969,6.8,25695,142 mins.,Action|Adventure|Romance|Thriller
1609,TT0787475,Hot Rod (2007),2007,6.5,25677,88 mins.,Comedy
1610,TT0110932,Quiz Show (1994),1994,7.5,25579,133 mins.,Drama|History
1611,TT0104797,Malcolm X (1992),1992,7.7,25577,202 mins.,Biography|Drama|History
1612,TT0120631,EverAfter (1998),1998,6.9,25563,121 mins.,Romance|Comedy|Drama|Fantasy
1613,TT0370986,Mysterious Skin (2004),2004,7.8,25548,105 mins.,Drama
1614,TT0273923,Orange County (2002),2002,6.2,25507,82 mins.,Comedy|Drama
1615,TT0050986,Wild Strawberries (1957),1957,8.4,25487,91 mins.,Drama
1616,TT0125659,Open Your Eyes (1997),1997,7.9,25398,117 mins.,Drama|Mystery|Romance|Sci-Fi|Thriller
1617,TT0988047,Traitor (2008),2008,7.1,25338,114 mins.,Crime|Drama|Thriller
1618,TT0076666,Saturday Night Fever (1977),1977,6.8,25265,118 mins.,Drama|Music|Romance
1619,TT0208003,Big Momma's House (2000),2000,4.8,25247,98 mins.,Action|Comedy|Crime
1620,TT0386140,The Legend of Zorro (2005),2005,5.8,25220,129 mins.,Action|Adventure|Western
1621,TT0071807,The Man with the Golden Gun (1974),1974,6.6,25198,125 mins.,Action|Adventure|Thriller
1622,TT1233227,Saw VI (2009),2009,6.1,25165,90 mins.,Horror|Mystery|Thriller
1623,TT1220719,Ip Man (2008),2008,8.1,25144,106 mins.,Action|Biography|Drama|History
1624,TT0164334,Along Came a Spider (2001),2001,6.1,25077,104 mins.,Crime|Mystery|Thriller
1625,TT0477051,Norbit (2007),2007,3.7,25912,102 mins.,Comedy|Romance
1626,TT0218839,Best in Show (2000),2000,7.4,25853,90 mins.,Comedy
1627,TT0914863,Unthinkable (2010),2010,7.1,25830,97 mins.,Drama|Thriller
1628,TT0105435,Sneakers (1992),1992,7.0,25801,126 mins.,Comedy|Crime|Drama|Mystery|Thriller
1629,TT0120770,A Night at the Roxbury (1998),1998,5.8,25793,82 mins.,Comedy
1630,TT0416315,Wolf Creek (2005),2005,6.3,25750,99 mins.,Horror|Thriller
1631,TT0327437,Around the World in 80 Days (2004),2004,5.6,25716,120 mins.,Action|Adventure|Comedy|Family|Romance|Western
1632,TT0468489,Half Nelson (2006),2006,7.4,25707,00 mins.,Drama
1633,TT0087544,Nausica\xe4 of the Valley of the Wind (1984),1984,8.1,25683,117 mins.,Animation|Action|Adventure|Fantasy|Sci-Fi
1634,TT0120787,A Perfect Murder (1998),1998,6.4,25676,107 mins.,Crime|Thriller
1635,TT0305206,American Splendor (2003),2003,7.6,25578,101 mins.,Biography|Comedy|Drama
1636,TT0443632,The Sentinel (2006),2006,6.0,25569,108 mins.,Crime|Drama|Thriller
1637,TT0861739,Elite Squad (2007),2007,8.0,25553,115 mins.,Action|Crime|Drama|Thriller
1638,TT0102975,Star Trek VI: The Undiscovered Country (1991),1991,7.2,25518,113 mins.,Action|Mystery|Sci-Fi|Thriller
1639,TT0426592,Superhero Movie (2008),2008,4.4,25507,75 mins.,Action|Comedy|Fantasy|Sci-Fi|Thriller
1640,TT0338466,Stuck on You (2003),2003,5.9,25482,118 mins.,Comedy
1641,TT0414852,District B13 (2004),2004,7.1,25375,84 mins.,Action|Crime|Sci-Fi
1642,TT0113118,Friday (1995),1995,7.0,25324,91 mins.,Comedy|Drama
1643,TT0144214,The General's Daughter (1999),1999,6.1,25248,116 mins.,Crime|Drama|Mystery|Thriller|War
1644,TT0349710,Ladder 49 (2004),2004,6.4,25234,115 mins.,Action|Drama|Thriller
1645,TT0450188,La Vie en Rose (2007),2007,7.6,25211,140 mins.,Biography|Drama|Music
1646,TT0096256,They Live (1988),1988,7.1,25166,93 mins.,Action|Horror|Sci-Fi|Thriller
1647,TT0124298,Blast from the Past (1999),1999,6.4,25152,112 mins.,Comedy|Drama|Romance
1648,TT0114508,Species (1995),1995,5.7,25109,108 mins.,Action|Horror|Sci-Fi|Thriller
1649,TT0206314,Joy Ride (2001),2001,6.6,25077,97 mins.,Crime|Drama|Horror|Thriller
1650,TT0088993,Day of the Dead (1985),1985,7.0,25075,102 mins.,Horror|Sci-Fi
1651,TT0185371,House on Haunted Hill (1999),1999,5.3,25049,93 mins.,Horror|Mystery|Thriller
1652,TT0424095,Flushed Away (2006),2006,7.0,25040,85 mins.,Animation|Adventure|Comedy|Family
1653,TT0811138,The Love Guru (2008),2008,3.8,25018,87 mins.,Comedy|Romance|Sport
1654,TT0308055,Bobby (2006),2006,7.1,24985,120 mins.,Drama|History
1655,TT0387898,Cach\xe9 (Hidden) (2005),2005,7.3,24911,117 mins.,Drama|Mystery|Thriller
1656,TT0081633,Time Bandits (1981),1981,6.9,24892,116 mins.,Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi|Thriller
1657,TT0414055,Elizabeth: The Golden Age (2007),2007,6.8,24848,114 mins.,Biography|Drama|History|Romance
1658,TT0042332,Cinderella (1950),1950,7.3,24815,74 mins.,Animation|Family|Fantasy|Musical|Romance
1659,TT0213847,Mal\xe8na (2000),2000,7.4,24800,109 mins.,Comedy|Drama|Romance|War
1660,TT0053285,Sleeping Beauty (1959),1959,7.4,24796,75 mins.,Animation|Family|Fantasy|Musical|Romance
1661,TT0086200,Risky Business (1983),1983,6.7,24771,98 mins.,Comedy|Drama
1662,TT0423294,Surf's Up (2007),2007,6.9,24726,85 mins.,Animation|Comedy|Family|Sport
1663,TT0978762,Mary and Max (2009),2009,8.2,24706,80 mins.,Animation|Comedy|Drama
1664,TT1230414,It's Complicated (2009),2009,6.6,24695,120 mins.,Comedy|Romance
1665,TT0360201,Wimbledon (2004),2004,6.3,24690,98 mins.,Comedy|Drama|Romance|Sport
1666,TT0332375,Saved! (2004),2004,6.9,24662,92 mins.,Comedy|Drama
1667,TT0115751,Breaking the Waves (1996),1996,7.8,24625,159 mins.,Drama|Romance
1668,TT0112579,The Bridges of Madison County (1995),1995,7.3,24615,135 mins.,Drama|Romance
1669,TT0088930,Clue (1985),1985,7.2,24608,94 mins.,Comedy|Crime|Mystery|Thriller
1670,TT0061811,In the Heat of the Night (1967),1967,8.0,24578,109 mins.,Crime|Drama|Mystery|Thriller
1671,TT0079944,Stalker (1979),1979,8.1,24563,163 mins.,Adventure|Drama|Fantasy|Mystery|Sci-Fi
1672,TT0230838,Sweet November (2001),2001,6.1,24517,119 mins.,Drama|Romance
1673,TT0096061,Scrooged (1988),1988,6.8,24484,101 mins.,Comedy|Drama|Fantasy
1674,TT0119303,Home Alone 3 (1997),1997,3.7,24477,102 mins.,Action|Comedy|Crime|Family
1675,TT0228750,Proof of Life (2000),2000,6.2,25062,135 mins.,Action|Adventure|Drama|Thriller
1676,TT1315981,A Single Man (2009),2009,7.6,25043,99 mins.,Drama
1677,TT0115736,Bound (1996),1996,7.4,25022,108 mins.,Crime|Drama|Thriller
1678,TT0115641,Beavis and BuTT-Head Do America (1996),1996,6.6,25006,81 mins.,Animation|Adventure|Comedy|Crime
1679,TT0146309,Thirteen Days (2000),2000,7.3,24944,145 mins.,Drama|History|Thriller
1680,TT0281686,Bubba Ho-Tep (2002),2002,7.3,24899,92 mins.,Comedy|Fantasy|Horror|Mystery
1681,TT0280609,Dog Soldiers (2002),2002,6.8,24889,105 mins.,Action|Horror
1682,TT1175491,W. (2008),2008,6.5,24820,129 mins.,Biography|Drama
1683,TT0093010,Fatal ATTraction (1987),1987,6.8,24801,119 mins.,Drama|Thriller
1684,TT0235198,Audition (2000),2000,7.3,24797,115 mins.,Drama|Horror|Mystery|Thriller
1685,TT0181984,Boiler Room (2000),2000,6.9,24777,120 mins.,Thriller|Drama|Crime
1686,TT0056923,Charade (1963),1963,8.0,24756,113 mins.,Comedy|Mystery|Romance|Thriller
1687,TT0103241,What About Bob? (1991),1991,6.8,24710,99 mins.,Comedy
1688,TT0328832,The Animatrix (2003),2003,7.5,24699,102 mins.,Action|Drama|Animation|Sci-Fi
1689,TT0120913,Titan A.E. (2000),2000,6.4,24690,94 mins.,Animation|Adventure|Family|Sci-Fi
1690,TT0043274,Alice in Wonderland (1951),1951,7.5,24689,75 mins.,Animation|Adventure|Family|Fantasy|Musical
1691,TT1591095,Insidious (2010),2010,6.9,24625,103 mins.,Horror|Thriller
1692,TT0814022,Bangkok Dangerous (2008),2008,5.4,24618,99 mins.,Action|Crime|Thriller
1693,TT0092086,\xa1Three Amigos! (1986),1986,6.1,24614,104 mins.,Adventure|Comedy|Western
1694,TT0338095,High Tension (2003),2003,6.8,24598,91 mins.,Drama|Horror|Thriller
1695,TT0117631,Shine (1996),1996,7.6,24578,105 mins.,Biography|Drama|Music|Romance
1696,TT0271027,Kiss of the Dragon (2001),2001,6.4,24542,98 mins.,Action|Crime|Drama|Thriller
1697,TT0237572,The Pledge (2001),2001,6.9,24498,124 mins.,Drama|Crime|Mystery|Thriller
1698,TT0124198,Very Bad Things (1998),1998,6.1,24481,100 mins.,Comedy|Crime|Thriller
1699,TT0095647,Mississippi Burning (1988),1988,7.8,24476,128 mins.,Crime|Drama|Mystery|Thriller
1700,TT0105698,Universal Soldier (1992),1992,5.7,24471,102 mins.,Action|Drama|Sci-Fi
1701,TT1135487,Duplicity (2009),2009,6.3,24402,125 mins.,Romance|Thriller
1702,TT0891527,Lions for Lambs (2007),2007,6.2,24392,92 mins.,Drama|Thriller|War
1703,TT0993842,Hanna (2011),2011,7.1,24357,111 mins.,Action|Crime|Mystery|Thriller
1704,TT0284490,Showtime (2002),2002,5.4,24338,95 mins.,Action|Comedy|Crime
1705,TT0083511,48 Hrs. (1982),1982,6.9,24282,96 mins.,Action|Comedy|Crime|Drama|Thriller
1706,TT0363226,The Blind Swordsman: Zatoichi (2003),2003,7.6,24247,116 mins.,Action|Comedy|Crime|Drama|Music
1707,TT0105812,White Men Can't Jump (1992),1992,6.4,24218,115 mins.,Comedy|Drama|Sport
1708,TT0120177,Spawn (1997),1997,4.9,24168,96 mins.,Action|Fantasy|Thriller
1709,TT0284837,Ali G Indahouse (2002),2002,6.0,24099,85 mins.,Comedy
1710,TT0264935,Murder by Numbers (2002),2002,5.9,24093,120 mins.,Crime|Drama|Thriller
1711,TT0107302,Kalifornia (1993),1993,6.7,24049,117 mins.,Crime|Drama|Thriller
1712,TT0385880,Monster House (2006),2006,6.8,24047,91 mins.,Animation|Comedy|Family|Fantasy|Mystery
1713,TT0804492,The HoTTie & the NoTTie (2008),2008,1.8,24021,91 mins.,Comedy|Romance
1714,TT0117008,Matilda (1996),1996,6.6,23967,98 mins.,Comedy|Family|Fantasy
1715,TT0275491,Bad Education (2004),2004,7.4,23956,106 mins.,Crime|Drama|Fantasy|Mystery|Romance|Thriller
1716,TT0146984,The Legend of Bagger Vance (2000),2000,6.5,23931,126 mins.,Drama|Fantasy|Romance|Sport
1717,TT0120749,Mercury Rising (1998),1998,5.8,23911,111 mins.,Action|Crime|Drama|Thriller
1718,TT0110216,Junior (1994),1994,4.4,23882,109 mins.,Comedy|Romance|Sci-Fi
1719,TT0115734,BoTTle Rocket (1996),1996,7.2,23846,91 mins.,Comedy|Crime
1720,TT0061184,Who's Afraid of Virginia Woolf? (1966),1966,8.2,23811,131 mins.,Drama
1721,TT0087553,The Killing Fields (1984),1984,8.0,23801,141 mins.,Drama|History|War
1722,TT0260866,Don't Say a Word (2001),2001,6.1,23789,113 mins.,Crime|Drama|Thriller
1723,TT0243017,Waking Life (2001),2001,7.6,23742,99 mins.,Animation|Drama|Fantasy|Mystery
1724,TT0109254,Beverly Hills Cop III (1994),1994,5.0,23714,104 mins.,Action|Comedy|Crime|Thriller
1725,TT0180073,Quills (2000),2000,7.3,24470,124 mins.,Biography|Drama|History
1726,TT0075029,The Outlaw Josey Wales (1976),1976,7.8,24396,135 mins.,Action|Adventure|Western
1727,TT0112346,The American President (1995),1995,6.8,24368,114 mins.,Comedy|Drama|Romance
1728,TT0267626,K-19: The Widowmaker (2002),2002,6.6,24354,138 mins.,Drama|History|Thriller|War
1729,TT0340377,The Station Agent (2003),2003,7.9,24292,89 mins.,Comedy|Drama
1730,TT0880578,Untraceable (2008),2008,6.1,24249,101 mins.,Crime|Drama|Thriller
1731,TT1023481,Step Up 2: The Streets (2008),2008,5.7,24233,98 mins.,Drama|Music|Romance
1732,TT0120694,Halloween H20: 20 Years Later (1998),1998,5.4,24199,86 mins.,Drama|Horror|Thriller
1733,TT0088170,Star Trek III: The Search for Spock (1984),1984,6.5,24159,105 mins.,Action|Adventure|Sci-Fi|Thriller
1734,TT0382992,Stealth (2005),2005,4.8,24095,121 mins.,Action|Adventure|Sci-Fi|Thriller
1735,TT0450314,Punisher: War Zone (2008),2008,6.0,24078,103 mins.,Action|Crime|Drama|Thriller
1736,TT0294870,Rent (2005),2005,6.9,24049,135 mins.,Drama|Musical|Romance
1737,TT0116583,The Hunchback of Notre Dame (1996),1996,6.6,24025,91 mins.,Animation|Drama|Family|Musical|Romance
1738,TT0970866,LiTTle Fockers (2010),2010,5.3,23984,98 mins.,Comedy
1739,TT0272020,The Last Castle (2001),2001,6.6,23958,131 mins.,Action|Drama|Thriller
1740,TT0053472,Breathless (1960),1960,8.0,23952,90 mins.,Crime|Drama|Romance
1741,TT0091419,LiTTle Shop of Horrors (1986),1986,6.6,23914,94 mins.,Comedy|Musical|Romance|Sci-Fi
1742,TT0266452,Death to Smoochy (2002),2002,6.2,23889,109 mins.,Comedy|Crime|Music|Thriller
1743,TT0351977,Walking Tall (2004),2004,5.9,23866,86 mins.,Action|Biography|Comedy|Crime|Drama|Thriller
1744,TT0115963,The Craft (1996),1996,5.9,23842,101 mins.,Drama|Fantasy|Horror|Thriller
1745,TT1235166,A Prophet (2009),2009,8.0,23807,155 mins.,Crime|Drama
1746,TT0102070,Hudson Hawk (1991),1991,5.4,23797,100 mins.,Action|Adventure|Comedy
1747,TT0780521,The Princess and the Frog (2009),2009,7.2,23759,97 mins.,Animation|Family|Fantasy|Musical|Romance
1748,TT0088161,Splash (1984),1984,6.2,23739,111 mins.,Comedy|Fantasy|Romance
1749,TT0770752,Fool's Gold (2008),2008,5.4,23697,112 mins.,Adventure|Comedy|Romance|Thriller
1750,TT1220198,The Fourth Kind (2009),2009,5.9,23693,98 mins.,Mystery|Sci-Fi|Thriller
1751,TT0107616,Much Ado About Nothing (1993),1993,7.4,23686,111 mins.,Comedy|Romance
1752,TT0191397,The Replacements (2000),2000,6.2,23673,118 mins.,Comedy|Sport
1753,TT0421238,The Proposition (2005),2005,7.5,23631,104 mins.,Crime|Drama|Western
1754,TT1470827,Monsters (2010),2010,6.5,23610,94 mins.,Drama|Sci-Fi|Thriller
1755,TT0119223,Great Expectations (1998),1998,6.6,23595,111 mins.,Drama|Romance
1756,TT0848557,Diary of the Dead (2007),2007,5.9,23567,95 mins.,Horror|Sci-Fi
1757,TT0460780,In the Name of the King: A Dungeon Siege Tale (2007),2007,3.8,23524,127 mins.,Action|Adventure|Drama|Fantasy
1758,TT0111149,Shallow Grave (1994),1994,7.4,23504,92 mins.,Crime|Thriller
1759,TT0098554,Uncle Buck (1989),1989,6.7,23497,100 mins.,Comedy|Drama
1760,TT0091474,Manhunter (1986),1986,7.2,23456,119 mins.,Crime|Drama|Mystery|Thriller
1761,TT0096487,Young Guns (1988),1988,6.6,23423,107 mins.,Action|Comedy|Crime|Thriller|Western
1762,TT0098084,Pet Sematary (1989),1989,6.3,23413,103 mins.,Drama|Fantasy|Horror|Mystery|Thriller
1763,TT0199753,Red Planet (2000),2000,5.4,23391,106 mins.,Sci-Fi|Action|Thriller
1764,TT0279113,The Good Girl (2002),2002,6.6,23360,93 mins.,Comedy|Drama|Romance
1765,TT0086541,Videodrome (1983),1983,7.3,23351,87 mins.,Fantasy|Mystery|Sci-Fi|Thriller
1766,TT0118972,The Devil's Own (1997),1997,5.9,23328,107 mins.,Crime|Drama|Thriller
1767,TT0113481,Johnny Mnemonic (1995),1995,5.0,23323,96 mins.,Action|Sci-Fi
1768,TT0327247,The Whole Ten Yards (2004),2004,5.1,23294,98 mins.,Comedy|Crime|Thriller
1769,TT0101862,Father of the Bride (1991),1991,6.3,23290,105 mins.,Family|Comedy
1770,TT1536044,Paranormal Activity 2 (2010),2010,5.9,23281,91 mins.,Horror|Mystery|Thriller
1771,TT0113071,First Knight (1995),1995,5.7,23263,134 mins.,Adventure|Drama|Romance
1772,TT0046359,Stalag 17 (1953),1953,8.2,23235,120 mins.,Comedy|Drama|War
1773,TT0091167,Hannah and Her Sisters (1986),1986,8.0,23222,103 mins.,Comedy|Drama|Romance
1774,TT0125022,Heartbreakers (2001),2001,6.2,23173,123 mins.,Comedy|Crime|Romance
1775,TT0120461,Volcano (1997),1997,5.2,23687,104 mins.,Action|Thriller|Drama
1776,TT0388125,In Her Shoes (2005),2005,6.7,23679,130 mins.,Comedy|Drama|Romance
1777,TT0405325,Sky High (2005),2005,6.5,23663,100 mins.,Adventure|Comedy|Family|Sci-Fi
1778,TT0086006,Never Say Never Again (1983),1983,6.1,23614,134 mins.,Action|Adventure|Thriller
1779,TT0107943,The Remains of the Day (1993),1993,8.0,23606,134 mins.,Drama|Romance
1780,TT0104231,Far and Away (1992),1992,6.3,23573,140 mins.,Adventure|Drama|Romance|Western
1781,TT0296042,Ichi the Killer (2001),2001,7.1,23533,129 mins.,Action|Comedy|Crime|Drama
1782,TT0090305,Weird Science (1985),1985,6.4,23512,94 mins.,Comedy|Fantasy|Romance
1783,TT1228987,Let Me In (2010),2010,7.3,23502,116 mins.,Drama|Fantasy|Horror|Mystery
1784,TT0238546,Queen of the Damned (2002),2002,4.8,23472,101 mins.,Fantasy|Horror|Music
1785,TT0403702,Youth in Revolt (2009),2009,6.7,23440,90 mins.,Comedy|Drama|Romance
1786,TT0178868,Ring (1998),1998,7.4,23422,96 mins.,Horror|Mystery
1787,TT0119874,The Peacemaker (1997),1997,5.9,23396,124 mins.,Action|Thriller
1788,TT0375173,Alfie (2004),2004,6.1,23374,103 mins.,Comedy|Drama|Romance
1789,TT0852713,The House Bunny (2008),2008,5.5,23353,97 mins.,Comedy|Romance
1790,TT1084950,Rachel GeTTing Married (2008),2008,6.8,23347,113 mins.,Drama|Romance
1791,TT0105665,Twin Peaks: Fire Walk with Me (1992),1992,7.0,23325,135 mins.,Crime|Drama|Mystery|Thriller
1792,TT0420294,The Texas Chainsaw Massacre: The Beginning (2006),2006,5.8,23320,91 mins.,Horror|Thriller
1793,TT0106220,Addams Family Values (1993),1993,6.3,23290,94 mins.,Comedy|Family|Fantasy|Thriller
1794,TT0096734,The 'burbs (1989),1989,6.5,23284,101 mins.,Comedy|Horror|Thriller
1795,TT0443536,Hoodwinked! (2005),2005,6.7,23268,80 mins.,Animation|Crime|Family|Mystery
1796,TT0092675,Bloodsport (1988),1988,6.3,23261,92 mins.,Action|Biography|Sport
1797,TT0298845,In America (2003),2003,7.9,23224,105 mins.,Drama|Romance
1798,TT0094332,The Witches of Eastwick (1987),1987,6.4,23190,118 mins.,Comedy|Fantasy|Horror|Music|Thriller
1799,TT0427229,Failure to Launch (2006),2006,5.5,23164,97 mins.,Comedy|Romance
1800,TT0313443,Out of Time (2003),2003,6.5,23152,105 mins.,Crime|Drama|Thriller
1801,TT1178663,Whatever Works (2009),2009,7.2,23145,92 mins.,Comedy|Romance
1802,TT0115964,Crash (1996),1996,6.2,23122,100 mins.,Drama|Thriller
1803,TT0306846,"No Pain, No Gain (2005)",2005,8.3,23111,00 mins.,Comedy|Drama
1804,TT0087078,Conan the Destroyer (1984),1984,5.4,23102,103 mins.,Action|Fantasy|Adventure
1805,TT0104036,The Crying Game (1992),1992,7.3,23010,112 mins.,Drama|Thriller
1806,TT1262416,Scream 4 (2011),2011,7.0,22981,111 mins.,Horror|Mystery|Thriller
1807,TT0455967,John Tucker Must Die (2006),2006,5.5,22955,89 mins.,Comedy|Romance
1808,TT0122718,Small Soldiers (1998),1998,5.9,22948,108 mins.,Action|Adventure|Comedy|Family|Sci-Fi
1809,TT0119190,George of the Jungle (1997),1997,5.3,22934,92 mins.,Action|Adventure|Comedy|Family|Romance
1810,TT0374546,"Spring, Summer, Fall, Winter... and Spring (2003)",2003,8.1,22916,103 mins.,Drama
1811,TT0227984,Formula 51 (2001),2001,6.2,22869,93 mins.,Action|Comedy|Crime
1812,TT0070917,The Wicker Man (1973),1973,7.7,22844,88 mins.,Horror|Musical|Mystery|Thriller
1813,TT0152930,Taxi (1998),1998,6.8,22813,86 mins.,Action|Comedy|Crime
1814,TT0203119,Sexy Beast (2000),2000,7.1,22808,89 mins.,Crime|Drama
